LT1
7:30-8:00,18B11HS411 - B3 - ,18B11CI411 - B3 - ,,18B11CI411 - B3 - ,,
8:00-8:30,18B11HS411 - B3 - ,18B11CI411 - B3 - ,,18B11CI411 - B3 - ,,
8:30-9:00,,,,,,
9:00-9:30,,,18B17CI472 - B5 - ,,,
9:30-10:00,,18B17CI473 - B1 - ,18B17CI472 - B5 - ,,,
10:00-10:30,,18B17CI473 - B1 - ,18B17CI472 - B5 - ,,,
10:30-11:00,18B14HS441 - B3 - ,18B17CI473 - B1 - ,18B17CI472 - B5 - ,,,
11:00-11:30,18B14HS441 - B3 - ,18B17CI473 - B1 - ,18B17CI473 - B5 - ,,,
11:30-12:00,18B14HS441 - B3 - ,,18B17CI473 - B5 - ,,,
12:00-12:30,18B14HS441 - B3 - ,,18B17CI473 - B5 - ,,,
12:30-13:00,18B14HS441 - B3 - ,,18B17CI473 - B5 - ,,,
13:00-13:30,18B14HS441 - B3 - ,,,,,
13:30-14:00,,18B17CI472 - B2 - ,,,,
14:00-14:30,,18B17CI472 - B2 - ,,,,
14:30-15:00,,18B17CI472 - B2 - ,,,,
15:00-15:30,18B17CI473 - B2 - ,18B17CI472 - B2 - ,,,,
15:30-16:00,18B17CI473 - B2 - ,,,,,
16:00-16:30,18B17CI473 - B2 - ,,,,,
16:30-17:00,18B17CI473 - B2 - ,,,,,
17:00-17:30,,,,,,
17:30-18:00,,,,,,
""
CL2
Time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
6:00-6:30,,,,,,
6:30-7:00,,,,,,
7:00-7:30,,,,,,
7:30-8:00,,18B17CI472 - B1 - ,,,,
8:00-8:30,,18B17CI472 - B1 - ,,,,
8:30-9:00,,18B17CI472 - B1 - ,,,,
9:00-9:30,,18B17CI472 - B1 - ,,,,
9:30-10:00,,,18B17CI471 - B3 - ,18B17CI471 - B2 - ,,
10:00-10:30,,,18B17CI471 - B3 - ,18B17CI471 - B2 - ,,
10:30-11:00,,,18B17CI471 - B3 - ,18B17CI471 - B2 - ,,
11:00-11:30,,,18B17CI471 - B3 - ,18B17CI471 - B2 - ,,
11:30-12:00,,,,,,
12:00-12:30,,,,,18B28CI408 - B1 - ,
12:30-13:00,,,,,18B28CI408 - B1 - ,
13:00-13:30,,,,,18B28CI408 - B1 - ,
13:30-14:00,,,,,18B28CI408 - B1 - ,
14:00-14:30,,,,,18B28CI408 - B1 - ,18B28CI408 - B5 - 
14:30-15:00,,,,,18B28CI408 - B1 - ,18B28CI408 - B5 - 
15:00-15:30,,,,,,18B28CI408 - B5 - 
15:30-16:00,,,,,,18B28CI408 - B5 - 
16:00-16:30,,,,,,18B28CI408 - B5 - 
16:30-17:00,,,,,,18B28CI408 - B5 - 
17:00-17:30,,,,,,
17:30-18:00,,,,,,
""
CL3
Time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
6:00-6:30,,,,,,
6:30-7:00,,,,,,
7:00-7:30,,,,,14B17CI772 - B5 - ,
7:30-8:00,,,18B17CI473 - B3 - ,,14B17CI772 - B5 - ,
8:00-8:30,,,18B17CI473 - B3 - ,,14B17CI772 - B5 - ,
8:30-9:00,,,18B17CI473 - B3 - ,,14B17CI772 - B5 - ,18B28CI408 - B3 - 
9:00-9:30,,,18B17CI473 - B3 - ,,,18B28CI408 - B3 - 
9:30-10:00,,,,,,18B28CI408 - B3 - 
10:00-10:30,,,,,,18B28CI408 - B3 - 
10:30-11:00,,,,,,18B28CI408 - B3 - 
11:00-11:30,18B17CI473 - b4 - ,,,,,18B28CI408 - B3 - 
11:30-12:00,18B17CI473 - b4 - ,,,,,
12:00-12:30,18B17CI473 - b4 - ,,,,,
12:30-13:00,18B17CI473 - b4 - ,,,,,
13:00-13:30,,,,,,
13:30-14:00,,,,,,
14:00-14:30,,,,,,
14:30-15:00,,,,,,
15:00-15:30,,,,,,
15:30-16:00,,,,,,
16:00-16:30,,,,,,
16:30-17:00,,,,,,
17:00-17:30,,,,,,
17:30-18:00,,,,,,
""
CL4
Time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
6:00-6:30,,,,,,
6:30-7:00,,,,,18B17CI471 - b4 - ,
7:00-7:30,,,,,18B17CI471 - b4 - ,
7:30-8:00,,,,,18B17CI471 - b4 - ,
8:00-8:30,,,,,18B17CI471 - b4 - ,
8:30-9:00,18B17CI472 - B3 - ,,,,,
9:00-9:30,18B17CI472 - B3 - ,,,,,
9:30-10:00,18B17CI472 - B3 - ,,,,14B17CI772 - B3 - ,
10:00-10:30,18B17CI472 - B3 - ,,,,14B17CI772 - B3 - ,
10:30-11:00,,,,,14B17CI772 - B3 - ,
11:00-11:30,,,,,14B17CI772 - B3 - ,14B17CI772 - B2 - 
11:30-12:00,18B17CI471 - B5 - ,,,,,14B17CI772 - B2 - 
12:00-12:30,18B17CI471 - B5 - ,,,,,14B17CI772 - B2 - 
12:30-13:00,18B17CI471 - B5 - ,,,,,14B17CI772 - B2 - 
13:00-13:30,18B17CI471 - B5 - ,,,,,
13:30-14:00,,,,,,
14:00-14:30,,,,,,
14:30-15:00,,,,,,
15:00-15:30,14B17CI772 - b4 - ,,,,,
15:30-16:00,14B17CI772 - b4 - ,,,,,
16:00-16:30,14B17CI772 - b4 - ,,,,,
16:30-17:00,14B17CI772 - b4 - ,,,,,
17:00-17:30,,,,,,
17:30-18:00,,,,,,
""
CL5
Time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
6:00-6:30,,,,,,
6:30-7:00,,,,,,
7:00-7:30,,,,,,
7:30-8:00,,,,,,
8:00-8:30,18B28CI408 - B2 - ,,,,,
8:30-9:00,18B28CI408 - B2 - ,,,,,
9:00-9:30,18B28CI408 - B2 - ,,,,,14B17CI772 - B1 - 
9:30-10:00,18B28CI408 - B2 - ,,,,,14B17CI772 - B1 - 
10:00-10:30,18B28CI408 - B2 - ,,,,,14B17CI772 - B1 - 
10:30-11:00,18B28CI408 - B2 - ,,,,,14B17CI772 - B1 - 
11:00-11:30,,,,,,
11:30-12:00,,,,,,
12:00-12:30,,,,,,
12:30-13:00,,,,,,
13:00-13:30,,,,,,18B17CI472 - b4 - 
13:30-14:00,,,18B28CI408 - b4 - ,,,18B17CI472 - b4 - 
14:00-14:30,,,18B28CI408 - b4 - ,,,18B17CI472 - b4 - 
14:30-15:00,,,18B28CI408 - b4 - ,,,18B17CI472 - b4 - 
15:00-15:30,,,18B28CI408 - b4 - ,,,
15:30-16:00,,,18B28CI408 - b4 - ,,,
16:00-16:30,,,18B28CI408 - b4 - ,,,
16:30-17:00,,,,,,
17:00-17:30,,,,,,
17:30-18:00,,,,,,
""
