B1
7:30-8:00,18B11HS411 - CL1 - ,18B11CI411 - CL1 - ,18B17CI473 - CL3 - ,18B11CI411 - CL1 - ,,
8:00-8:30,18B11HS411 - CL1 - ,18B11CI411 - CL1 - ,18B17CI473 - CL3 - ,18B11CI411 - CL1 - ,,
8:30-9:00,18B17CI472 - CL4 - ,,18B17CI473 - CL3 - ,,,18B28CI408 - CL3 - 
9:00-9:30,18B17CI472 - CL4 - ,,18B17CI473 - CL3 - ,,,18B28CI408 - CL3 - 
9:30-10:00,18B17CI472 - CL4 - ,,18B17CI471 - CL2 - ,,14B17CI772 - CL4 - ,18B28CI408 - CL3 - 
10:00-10:30,18B17CI472 - CL4 - ,,18B17CI471 - CL2 - ,,14B17CI772 - CL4 - ,18B28CI408 - CL3 - 
10:30-11:00,18B14HS441 - CL1 - ,,18B17CI471 - CL2 - ,,14B17CI772 - CL4 - ,18B28CI408 - CL3 - 
11:00-11:30,18B14HS441 - CL1 - ,,18B17CI471 - CL2 - ,,14B17CI772 - CL4 - ,18B28CI408 - CL3 - 
11:30-12:00,18B14HS441 - CL1 - ,,,,,
12:00-12:30,18B14HS441 - CL1 - ,,,,,
12:30-13:00,18B14HS441 - CL1 - ,,,,,
13:00-13:30,18B14HS441 - CL1 - ,,,,,
13:30-14:00,,,,,,
14:00-14:30,,,,,,
14:30-15:00,,,,,,
15:00-15:30,,,,,,
15:30-16:00,,,,,,
16:00-16:30,,,,,,
16:30-17:00,,,,,,
17:00-17:30,,,,,,
17:30-18:00,,,,,,
""
b4
Time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
6:00-6:30,,,,,,
6:30-7:00,18B14HS441 - LT1 - ,,,,18B17CI471 - CL4 - ,
7:00-7:30,18B14HS441 - LT1 - ,,,,18B17CI471 - CL4 - ,
7:30-8:00,18B14HS441 - LT1 - ,,,,18B17CI471 - CL4 - ,
8:00-8:30,18B14HS441 - LT1 - ,,,,18B17CI471 - CL4 - ,
8:30-9:00,18B14HS441 - LT1 - ,,,,,
9:00-9:30,18B14HS441 - LT1 - ,,,,,
9:30-10:00,,,,,,
10:00-10:30,18B11CI413 - LT2 - ,,18B11CI413 - LT2 - ,,18B11CI413 - LT2 - ,
10:30-11:00,18B11CI413 - LT2 - ,,18B11CI413 - LT2 - ,,18B11CI413 - LT2 - ,
11:00-11:30,18B17CI473 - CL3 - ,,,,,
11:30-12:00,18B17CI473 - CL3 - ,,,,,
12:00-12:30,18B17CI473 - CL3 - ,,,,,
12:30-13:00,18B17CI473 - CL3 - ,,,,,
13:00-13:30,,,,,18B11HS411 - LT2 - ,18B17CI472 - CL5 - 
13:30-14:00,,18B11CI412 - LT1 - ,18B28CI408 - CL5 - ,18B11CI412 - LT1 - ,18B11HS411 - LT2 - ,18B17CI472 - CL5 - 
14:00-14:30,,18B11CI412 - LT1 - ,18B28CI408 - CL5 - ,18B11CI412 - LT1 - ,18B11HS411 - LT2 - ,18B17CI472 - CL5 - 
14:30-15:00,,18B11CI412 - LT1 - ,18B28CI408 - CL5 - ,18B11CI412 - LT1 - ,18B11HS411 - LT2 - ,18B17CI472 - CL5 - 
15:00-15:30,14B17CI772 - CL4 - ,18B11CI412 - LT1 - ,18B28CI408 - CL5 - ,18B11CI412 - LT1 - ,,
15:30-16:00,14B17CI772 - CL4 - ,18B11CI411 - LT2 - ,18B28CI408 - CL5 - ,18B11CI411 - LT2 - ,,
16:00-16:30,14B17CI772 - CL4 - ,18B11CI411 - LT2 - ,18B28CI408 - CL5 - ,18B11CI411 - LT2 - ,,
16:30-17:00,14B17CI772 - CL4 - ,18B11CI411 - LT2 - ,,18B11CI411 - LT2 - ,,
17:00-17:30,,,,,,
17:30-18:00,,,,,,
""
B5
Time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
6:00-6:30,,,,,,
6:30-7:00,,,,,,
7:00-7:30,,,,,14B17CI772 - CL3 - ,
7:30-8:00,,,,,14B17CI772 - CL3 - ,
8:00-8:30,,18B11CI412 - LT1 - ,,18B11CI412 - LT1 - ,14B17CI772 - CL3 - ,
8:30-9:00,,18B11CI412 - LT1 - ,,18B11CI412 - LT1 - ,14B17CI772 - CL3 - ,
9:00-9:30,,18B11CI412 - LT1 - ,18B17CI472 - CL1 - ,18B11CI412 - LT1 - ,18B14HS441 - LT1 - ,
9:30-10:00,,18B11CI412 - LT1 - ,18B17CI472 - CL1 - ,18B11CI412 - LT1 - ,18B14HS441 - LT1 - ,
10:00-10:30,,18B11CI413 - LT2 - ,18B17CI472 - CL1 - ,18B11CI413 - LT2 - ,18B14HS441 - LT1 - ,
10:30-11:00,,18B11CI413 - LT2 - ,18B17CI472 - CL1 - ,18B11CI413 - LT2 - ,18B14HS441 - LT1 - ,
11:00-11:30,,18B11CI413 - LT2 - ,18B17CI473 - CL1 - ,18B11CI413 - LT2 - ,18B14HS441 - LT1 - ,
11:30-12:00,18B17CI471 - CL4 - ,,18B17CI473 - CL1 - ,,18B14HS441 - LT1 - ,
12:00-12:30,18B17CI471 - CL4 - ,,18B17CI473 - CL1 - ,,,
12:30-13:00,18B17CI471 - CL4 - ,,18B17CI473 - CL1 - ,,,
13:00-13:30,18B17CI471 - CL4 - ,,,,,
13:30-14:00,,,,,,
14:00-14:30,,,,,,18B28CI408 - CL2 - 
14:30-15:00,,,,,,18B28CI408 - CL2 - 
15:00-15:30,,,,,18B11HS411 - LT1 - ,18B28CI408 - CL2 - 
15:30-16:00,,,,,18B11HS411 - LT1 - ,18B28CI408 - CL2 - 
16:00-16:30,,,,,18B11HS411 - LT1 - ,18B28CI408 - CL2 - 
16:30-17:00,,,,,18B11HS411 - LT1 - ,18B28CI408 - CL2 - 
17:00-17:30,,,,,,
17:30-18:00,,,,,,
""
